Temperature (K),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
600.0,2300.0,877.24,0.0011399,22.156,26.879,54.755,52.634,72.79,1655.8,-0.011796,123.62,0.75238,liquid
600.0,2400.0,882.21,0.0011335,22.065,26.966,54.559,52.634,72.447,1676.9,-0.012168,125.05,0.76021,liquid
600.0,2500.0,887.03,0.0011274,21.978,27.056,54.368,52.635,72.124,1697.5,-0.012514,126.46,0.76792,liquid
600.0,2600.0,891.72,0.0011214,21.894,27.147,54.182,52.636,71.82,1717.5,-0.012837,127.85,0.77551,liquid
600.0,2700.0,896.29,0.0011157,21.813,27.24,54.002,52.637,71.534,1737.0,-0.013138,129.21,0.78296,liquid
600.0,2800.0,900.74,0.0011102,21.735,27.335,53.826,52.639,71.262,1756.0,-0.013421,130.56,0.79022,liquid
600.0,2900.0,905.07,0.0011049,21.659,27.431,53.654,52.642,71.006,1774.6,-0.013685,131.89,0.7975,liquid
600.0,3000.0,909.3,0.0010997,21.585,27.529,53.486,52.644,70.762,1792.8,-0.013934,133.2,0.8048,liquid
600.0,3100.0,913.44,0.0010948,21.514,27.628,53.322,52.647,70.53,1810.6,-0.014168,134.49,0.81201,liquid
600.0,3200.0,917.48,0.0010899,21.445,27.729,53.161,52.65,70.309,1828.0,-0.014388,135.77,0.81912,liquid
600.0,3300.0,921.43,0.0010853,21.379,27.831,53.005,52.654,70.099,1845.1,-0.014596,137.03,0.82616,liquid
600.0,3400.0,925.3,0.0010807,21.314,27.933,52.851,52.657,69.898,1861.8,-0.014793,138.27,0.83311,liquid
600.0,3500.0,929.09,0.0010763,21.251,28.037,52.7,52.661,69.706,1878.2,-0.014979,139.5,0.83998,liquid
600.0,3600.0,932.81,0.001072,21.19,28.142,52.552,52.665,69.522,1894.3,-0.015155,140.71,0.84677,liquid
600.0,3700.0,936.45,0.0010679,21.13,28.248,52.408,52.669,69.346,1910.1,-0.015322,141.91,0.8535,liquid
600.0,3800.0,940.02,0.0010638,21.072,28.355,52.265,52.674,69.178,1925.6,-0.01548,143.1,0.86014,liquid
600.0,3900.0,943.53,0.0010598,21.016,28.462,52.126,52.678,69.016,1940.9,-0.01563,144.27,0.86672,liquid
600.0,4000.0,946.98,0.001056,20.961,28.57,51.988,52.683,68.86,1955.9,-0.015773,145.43,0.87324,liquid
600.0,4100.0,950.37,0.0010522,20.907,28.679,51.854,52.688,68.71,1970.6,-0.015909,146.57,0.87968,liquid
600.0,4200.0,953.7,0.0010485,20.855,28.789,51.721,52.692,68.566,1985.1,-0.016039,147.71,0.88606,liquid
600.0,4300.0,956.97,0.001045,20.805,28.899,51.59,52.697,68.428,1999.4,-0.016162,148.83,0.89238,liquid
600.0,4400.0,960.2,0.0010415,20.755,29.01,51.462,52.702,68.294,2013.5,-0.01628,149.93,0.89864,liquid
600.0,4500.0,963.37,0.001038,20.707,29.122,51.336,52.707,68.165,2027.4,-0.016392,151.03,0.90483,liquid
600.0,4600.0,966.49,0.0010347,20.659,29.234,51.211,52.712,68.041,2041.0,-0.016499,152.11,0.91097,liquid
600.0,4700.0,969.57,0.0010314,20.613,29.346,51.088,52.718,67.921,2054.5,-0.016602,153.18,0.91705,liquid
600.0,4800.0,972.6,0.0010282,20.568,29.459,50.968,52.723,67.805,2067.8,-0.0167,154.24,0.92308,liquid
600.0,4900.0,975.58,0.001025,20.524,29.573,50.848,52.728,67.692,2080.9,-0.016793,155.29,0.92905,liquid
600.0,5000.0,978.53,0.0010219,20.481,29.687,50.731,52.734,67.584,2093.8,-0.016883,156.33,0.93496,liquid
700.0,0.1,0.030957,32.303,54.272,60.092,174.58,29.185,37.505,644.25,0.66447,25.563,0.057695,vapor
700.0,0.2,0.061921,16.15,54.271,60.089,168.81,29.19,37.515,644.22,0.66447,25.563,0.057705,vapor
700.0,0.3,0.092892,10.765,54.269,60.087,165.44,29.194,37.524,644.18,0.66446,25.562,0.057715,vapor
700.0,0.4,0.12387,8.073,54.267,60.084,163.04,29.199,37.534,644.14,0.66446,25.562,0.057724,vapor
700.0,0.5,0.15485,6.4577,54.265,60.082,161.18,29.203,37.544,644.11,0.66446,25.562,0.057734,vapor
700.0,0.6,0.18585,5.3808,54.263,60.079,159.67,29.207,37.553,644.07,0.66445,25.562,0.057743,vapor
700.0,0.7,0.21685,4.6116,54.261,60.077,158.38,29.212,37.563,644.03,0.66445,25.562,0.057753,vapor
700.0,0.8,0.24785,4.0347,54.26,60.074,157.27,29.216,37.573,643.99,0.66445,25.562,0.057763,vapor
700.0,0.9,0.27886,3.586,54.258,60.072,156.29,29.22,37.582,643.96,0.66444,25.562,0.057772,vapor
700.0,1.0,0.30988,3.227,54.256,60.069,155.41,29.225,37.592,643.92,0.66444,25.562,0.057782,vapor
700.0,1.1,0.34091,2.9333,54.254,60.067,154.61,29.229,37.602,643.88,0.66444,25.562,0.057791,vapor
700.0,1.2,0.37194,2.6886,54.252,60.064,153.89,29.234,37.611,643.85,0.66443,25.562,0.057801,vapor
700.0,1.3,0.40298,2.4815,54.25,60.062,153.22,29.238,37.621,643.81,0.66443,25.561,0.057811,vapor
700.0,1.4,0.43403,2.304,54.248,60.059,152.6,29.242,37.631,643.77,0.66443,25.561,0.05782,vapor
700.0,1.5,0.46508,2.1502,54.247,60.057,152.02,29.247,37.641,643.74,0.66442,25.561,0.05783,vapor
700.0,1.6,0.49614,2.0155,54.245,60.054,151.48,29.251,37.65,643.7,0.66442,25.561,0.05784,vapor
700.0,1.7,0.52721,1.8968,54.243,60.052,150.98,29.255,37.66,643.66,0.66442,25.561,0.057849,vapor
700.0,1.8,0.55829,1.7912,54.241,60.049,150.5,29.26,37.67,643.62,0.66441,25.561,0.057859,vapor
700.0,1.9,0.58937,1.6967,54.239,60.047,150.05,29.264,37.68,643.59,0.66441,25.561,0.057868,vapor
700.0,2.0,0.62046,1.6117,54.237,60.044,149.62,29.269,37.689,643.55,0.6644,25.561,0.057878,vapor
700.0,2.1,0.65155,1.5348,54.235,60.042,149.21,29.273,37.699,643.51,0.6644,25.561,0.057888,vapor
700.0,2.2,0.68265,1.4649,54.234,60.039,148.82,29.278,37.709,643.48,0.66439,25.561,0.057897,vapor
700.0,2.3,0.71376,1.401,54.232,60.037,148.45,29.282,37.719,643.44,0.66439,25.56,0.057907,vapor
700.0,2.4,0.74488,1.3425,54.23,60.034,148.09,29.286,37.729,643.4,0.66439,25.56,0.057917,vapor
700.0,2.5,0.776,1.2887,54.228,60.032,147.75,29.291,37.738,643.36,0.66438,25.56,0.057926,vapor
700.0,2.6,0.80714,1.2389,54.226,60.029,147.42,29.295,37.748,643.33,0.66438,25.56,0.057936,vapor
700.0,2.7,0.83827,1.1929,54.224,60.027,147.1,29.3,37.758,643.29,0.66437,25.56,0.057946,vapor
700.0,2.8,0.86942,1.1502,54.222,60.024,146.8,29.304,37.768,643.25,0.66437,25.56,0.057955,vapor
700.0,2.9,0.90057,1.1104,54.221,60.022,146.5,29.308,37.778,643.22,0.66436,25.56,0.057965,vapor
700.0,3.0,0.93173,1.0733,54.219,60.019,146.22,29.313,37.787,643.18,0.66436,25.56,0.057975,vapor
700.0,3.1,0.96289,1.0385,54.217,60.017,145.94,29.317,37.797,643.14,0.66435,25.56,0.057985,vapor
700.0,3.2,0.99407,1.006,54.215,60.014,145.68,29.322,37.807,643.1,0.66435,25.56,0.057994,vapor
700.0,3.3,1.0252,0.97538,54.213,60.012,145.42,29.326,37.817,643.07,0.66435,25.56,0.058004,vapor
700.0,3.4,1.0564,0.94658,54.211,60.009,145.17,29.331,37.827,643.03,0.66434,25.56,0.058014,vapor
700.0,3.5,1.0876,0.91943,54.209,60.007,144.93,29.335,37.837,642.99,0.66434,25.559,0.058023,vapor
700.0,3.6,1.1188,0.89379,54.208,60.004,144.69,29.339,37.847,642.95,0.66433,25.559,0.058033,vapor
700.0,3.7,1.15,0.86954,54.206,60.002,144.46,29.344,37.857,642.92,0.66433,25.559,0.058043,vapor
700.0,3.8,1.1812,0.84656,54.204,59.999,144.23,29.348,37.866,642.88,0.66432,25.559,0.058053,vapor
700.0,3.9,1.2125,0.82476,54.202,59.997,144.01,29.353,37.876,642.84,0.66431,25.559,0.058062,vapor
700.0,4.0,1.2437,0.80405,54.2,59.994,143.8,29.357,37.886,642.81,0.66431,25.559,0.058072,vapor
700.0,4.1,1.2749,0.78435,54.198,59.992,143.59,29.362,37.896,642.77,0.6643,25.559,0.058082,vapor
700.0,4.2,1.3062,0.76559,54.196,59.989,143.39,29.366,37.906,642.73,0.6643,25.559,0.058092,vapor
700.0,4.3,1.3374,0.7477,54.195,59.987,143.19,29.371,37.916,642.69,0.66429,25.559,0.058101,vapor
700.0,4.4,1.3687,0.73063,54.193,59.984,143.0,29.375,37.926,642.66,0.66429,25.559,0.058111,vapor
700.0,4.5,1.4,0.71431,54.191,59.982,142.81,29.38,37.936,642.62,0.66428,25.559,0.058121,vapor
700.0,4.6,1.4312,0.6987,54.189,59.979,142.62,29.384,37.946,642.58,0.66428,25.559,0.058131,vapor
700.0,4.7,1.4625,0.68376,54.187,59.977,142.44,29.389,37.956,642.54,0.66427,25.558,0.05814,vapor
700.0,4.8,1.4938,0.66944,54.185,59.974,142.26,29.393,37.966,642.51,0.66426,25.558,0.05815,vapor
700.0,4.9,1.5251,0.6557,54.183,59.972,142.09,29.398,37.976,642.47,0.66426,25.558,0.05816,vapor
700.0,5.0,1.5564,0.64252,54.181,59.969,141.92,29.402,37.986,642.43,0.66425,25.558,0.05817,vapor
700.0,5.1,1.5877,0.62985,54.18,59.966,141.75,29.406,37.996,642.39,0.66425,25.558,0.058179,vapor
700.0,5.2,1.619,0.61766,54.178,59.964,141.59,29.411,38.006,642.36,0.66424,25.558,0.058189,vapor
700.0,5.3,1.6503,0.60594,54.176,59.961,141.43,29.415,38.016,642.32,0.66423,25.558,0.058199,vapor
700.0,5.4,1.6817,0.59465,54.174,59.959,141.27,29.42,38.026,642.28,0.66423,25.558,0.058209,vapor
700.0,5.5,1.713,0.58378,54.172,59.956,141.11,29.424,38.036,642.24,0.66422,25.558,0.058219,vapor
700.0,5.6,1.7443,0.57329,54.17,59.954,140.96,29.429,38.046,642.21,0.66422,25.558,0.058228,vapor
700.0,5.7,1.7757,0.56317,54.168,59.951,140.81,29.433,38.056,642.17,0.66421,25.558,0.058238,vapor
700.0,5.8,1.807,0.55339,54.166,59.949,140.66,29.438,38.066,642.13,0.6642,25.558,0.058248,vapor
700.0,5.9,1.8384,0.54395,54.165,59.946,140.52,29.442,38.076,642.09,0.6642,25.558,0.058258,vapor
700.0,6.0,1.8698,0.53483,54.163,59.944,140.38,29.447,38.086,642.06,0.66419,25.558,0.058268,vapor
700.0,6.1,1.9011,0.526,54.161,59.941,140.24,29.451,38.096,642.02,0.66418,25.557,0.058277,vapor
700.0,6.2,1.9325,0.51746,54.159,59.939,140.1,29.456,38.106,641.98,0.66418,25.557,0.058287,vapor
700.0,6.3,1.9639,0.50918,54.157,59.936,139.96,29.46,38.116,641.94,0.66417,25.557,0.058297,vapor
700.0,6.4,1.9953,0.50117,54.155,59.934,139.83,29.465,38.126,641.91,0.66416,25.557,0.058307,vapor
700.0,6.5,2.0267,0.4934,54.153,59.931,139.7,29.469,38.137,641.87,0.66416,25.557,0.058317,vapor
700.0,6.6,2.0581,0.48587,54.151,59.929,139.57,29.474,38.147,641.83,0.66415,25.557,0.058327,vapor
700.0,6.7,2.0896,0.47857,54.15,59.926,139.44,29.479,38.157,641.79,0.66414,25.557,0.058336,vapor
700.0,6.8,2.121,0.47148,54.148,59.923,139.31,29.483,38.167,641.76,0.66413,25.557,0.058346,vapor
700.0,6.9,2.1524,0.46459,54.146,59.921,139.19,29.488,38.177,641.72,0.66413,25.557,0.058356,vapor
700.0,7.0,2.1839,0.4579,54.144,59.918,139.07,29.492,38.187,641.68,0.66412,25.557,0.058366,vapor
700.0,7.1,2.2153,0.4514,54.142,59.916,138.95,29.497,38.197,641.64,0.66411,25.557,0.058376,vapor
700.0,7.2,2.2468,0.44508,54.14,59.913,138.83,29.501,38.207,641.61,0.66411,25.557,0.058386,vapor
700.0,7.3,2.2782,0.43893,54.138,59.911,138.71,29.506,38.218,641.57,0.6641,25.557,0.058396,vapor
700.0,7.4,2.3097,0.43295,54.136,59.908,138.6,29.51,38.228,641.53,0.66409,25.557,0.058406,vapor
700.0,7.5,2.3412,0.42713,54.135,59.906,138.48,29.515,38.238,641.49,0.66408,25.557,0.058415,vapor
700.0,7.6,2.3727,0.42146,54.133,59.903,138.37,29.519,38.248,641.46,0.66408,25.556,0.058425,vapor
700.0,7.7,2.4042,0.41594,54.131,59.901,138.26,29.524,38.258,641.42,0.66407,25.556,0.058435,vapor
700.0,7.8,2.4357,0.41056,54.129,59.898,138.15,29.528,38.269,641.38,0.66406,25.556,0.058445,vapor
700.0,7.9,2.4672,0.40532,54.127,59.896,138.04,29.533,38.279,641.34,0.66405,25.556,0.058455,vapor
700.0,8.0,2.4987,0.40021,54.125,59.893,137.93,29.538,38.289,641.3,0.66404,25.556,0.058465,vapor
700.0,8.1,2.5302,0.39522,54.123,59.89,137.83,29.542,38.299,641.27,0.66404,25.556,0.058475,vapor
700.0,8.2,2.5618,0.39036,54.121,59.888,137.72,29.547,38.309,641.23,0.66403,25.556,0.058485,vapor
700.0,8.3,2.5933,0.38561,54.119,59.885,137.62,29.551,38.32,641.19,0.66402,25.556,0.058495,vapor
700.0,8.4,2.6248,0.38098,54.118,59.883,137.51,29.556,38.33,641.15,0.66401,25.556,0.058505,vapor
700.0,8.5,2.6564,0.37645,54.116,59.88,137.41,29.56,38.34,641.12,0.664,25.556,0.058515,vapor
700.0,8.6,2.6879,0.37203,54.114,59.878,137.31,29.565,38.35,641.08,0.664,25.556,0.058524,vapor
700.0,8.7,2.7195,0.36771,54.112,59.875,137.21,29.57,38.361,641.04,0.66399,25.556,0.058534,vapor
700.0,8.8,2.7511,0.36349,54.11,59.873,137.12,29.574,38.371,641.0,0.66398,25.556,0.058544,vapor
700.0,8.9,2.7827,0.35937,54.108,59.87,137.02,29.579,38.381,640.96,0.66397,25.556,0.058554,vapor
700.0,9.0,2.8143,0.35533,54.106,59.868,136.92,29.583,38.391,640.93,0.66396,25.556,0.058564,vapor
700.0,9.1,2.8458,0.35139,54.104,59.865,136.83,29.588,38.402,640.89,0.66395,25.556,0.058574,vapor
700.0,9.2,2.8775,0.34753,54.102,59.862,136.74,29.592,38.412,640.85,0.66395,25.556,0.058584,vapor
700.0,9.3,2.9091,0.34375,54.101,59.86,136.64,29.597,38.422,640.81,0.66394,25.555,0.058594,vapor
700.0,9.4,2.9407,0.34006,54.099,59.857,136.55,29.602,38.433,640.78,0.66393,25.555,0.058604,vapor
700.0,9.5,2.9723,0.33644,54.097,59.855,136.46,29.606,38.443,640.74,0.66392,25.555,0.058614,vapor
700.0,9.6,3.0039,0.3329,54.095,59.852,136.37,29.611,38.453,640.7,0.66391,25.555,0.058624,vapor
700.0,9.7,3.0356,0.32943,54.093,59.85,136.28,29.615,38.464,640.66,0.6639,25.555,0.058634,vapor
700.0,9.8,3.0672,0.32603,54.091,59.847,136.2,29.62,38.474,640.62,0.66389,25.555,0.058644,vapor
700.0,9.9,3.0989,0.3227,54.089,59.845,136.11,29.625,38.484,640.59,0.66388,25.555,0.058654,vapor
700.0,10.0,3.1305,0.31943,54.087,59.842,136.02,29.629,38.495,640.55,0.66387,25.555,0.058664,vapor
700.0,11.0,3.4476,0.29006,54.068,59.816,135.2,29.675,38.599,640.17,0.66378,25.555,0.058764,vapor
700.0,12.0,3.7653,0.26558,54.049,59.791,134.45,29.722,38.704,639.79,0.66368,25.554,0.058865,vapor
700.0,13.0,4.0838,0.24487,54.03,59.765,133.76,29.769,38.809,639.41,0.66357,25.554,0.058966,vapor
700.0,14.0,4.4031,0.22711,54.011,59.739,133.11,29.816,38.916,639.02,0.66346,25.554,0.059067,vapor
700.0,15.0,4.7231,0.21173,53.992,59.713,132.51,29.863,39.023,638.64,0.66334,25.553,0.059169,vapor
700.0,16.0,5.0438,0.19826,53.973,59.688,131.95,29.91,39.131,638.26,0.66321,25.553,0.059272,vapor
700.0,17.0,5.3654,0.18638,53.953,59.662,131.42,29.958,39.24,637.87,0.66308,25.553,0.059375,vapor
700.0,18.0,5.6877,0.17582,53.934,59.635,130.91,30.006,39.349,637.48,0.66294,25.553,0.059478,vapor
700.0,19.0,6.0108,0.16637,53.915,59.609,130.44,30.054,39.46,637.1,0.6628,25.553,0.059582,vapor
700.0,20.0,6.3346,0.15786,53.895,59.583,129.98,30.103,39.571,636.71,0.66265,25.553,0.059686,vapor
700.0,21.0,6.6593,0.15017,53.876,59.557,129.55,30.151,39.683,636.32,0.66249,25.553,0.059791,vapor
700.0,22.0,6.9847,0.14317,53.856,59.531,129.13,30.201,39.796,635.93,0.66233,25.553,0.059896,vapor
700.0,23.0,7.311,0.13678,53.837,59.504,128.74,30.25,39.909,635.54,0.66216,25.553,0.060002,vapor
700.0,24.0,7.638,0.13092,53.817,59.478,128.35,30.299,40.024,635.15,0.66198,25.554,0.060108,vapor
700.0,25.0,7.9658,0.12554,53.797,59.451,127.99,30.349,40.139,634.75,0.6618,25.554,0.060215,vapor
700.0,26.0,8.2945,0.12056,53.778,59.425,127.63,30.399,40.256,634.36,0.66161,25.554,0.060322,vapor
700.0,27.0,8.624,0.11596,53.758,59.398,127.29,30.449,40.373,633.96,0.66142,25.555,0.060429,vapor
700.0,28.0,8.9543,0.11168,53.738,59.371,126.96,30.5,40.491,633.57,0.66122,25.555,0.060538,vapor
700.0,29.0,9.2855,0.1077,53.718,59.344,126.64,30.551,40.609,633.17,0.66102,25.556,0.060646,vapor
700.0,30.0,9.6174,0.10398,53.698,59.318,126.33,30.602,40.729,632.77,0.66081,25.556,0.060756,vapor
700.0,31.0,9.9503,0.1005,53.678,59.291,126.03,30.653,40.85,632.37,0.66059,25.557,0.060865,vapor
700.0,32.0,10.284,0.097239,53.658,59.264,125.73,30.705,40.971,631.97,0.66037,25.558,0.060975,vapor
700.0,33.0,10.618,0.094176,53.638,59.236,125.45,30.757,41.094,631.57,0.66014,25.559,0.061086,vapor
700.0,34.0,10.954,0.091292,53.617,59.209,125.17,30.809,41.217,631.17,0.6599,25.56,0.061198,vapor
700.0,35.0,11.29,0.088573,53.597,59.182,124.9,30.861,41.341,630.76,0.65966,25.56,0.061309,vapor
700.0,36.0,11.627,0.086005,53.577,59.155,124.64,30.914,41.466,630.36,0.65942,25.561,0.061422,vapor
700.0,37.0,11.965,0.083575,53.557,59.127,124.38,30.967,41.592,629.95,0.65916,25.563,0.061535,vapor
700.0,38.0,12.304,0.081273,53.536,59.1,124.13,31.02,41.719,629.55,0.65891,25.564,0.061648,vapor
700.0,39.0,12.644,0.079089,53.516,59.072,123.88,31.073,41.847,629.14,0.65864,25.565,0.061762,vapor
700.0,40.0,12.985,0.077014,53.495,59.045,123.64,31.127,41.976,628.73,0.65837,25.566,0.061877,vapor
700.0,41.0,13.326,0.07504,53.474,59.017,123.41,31.181,42.106,628.32,0.6581,25.567,0.061992,vapor
700.0,42.0,13.669,0.07316,53.454,58.989,123.18,31.235,42.236,627.91,0.65782,25.569,0.062108,vapor
700.0,43.0,14.012,0.071367,53.433,58.962,122.95,31.29,42.368,627.5,0.65753,25.57,0.062224,vapor
700.0,44.0,14.357,0.069655,53.412,58.934,122.73,31.344,42.501,627.09,0.65724,25.572,0.062341,vapor
700.0,45.0,14.702,0.068019,53.391,58.906,122.51,31.399,42.635,626.67,0.65694,25.573,0.062458,vapor
700.0,46.0,15.048,0.066454,53.371,58.878,122.3,31.455,42.769,626.26,0.65663,25.575,0.062576,vapor
700.0,47.0,15.395,0.064955,53.35,58.85,122.09,31.51,42.905,625.84,0.65632,25.577,0.062695,vapor
700.0,48.0,15.743,0.063519,53.329,58.821,121.88,31.566,43.042,625.42,0.65601,25.578,0.062814,vapor
700.0,49.0,16.092,0.062141,53.308,58.793,121.68,31.622,43.179,625.01,0.65569,25.58,0.062934,vapor
700.0,50.0,16.442,0.060818,53.286,58.765,121.48,31.678,43.318,624.59,0.65536,25.582,0.063054,vapor
700.0,51.0,16.793,0.059547,53.265,58.736,121.29,31.735,43.458,624.17,0.65503,25.584,0.063175,vapor
700.0,52.0,17.145,0.058325,53.244,58.708,121.1,31.792,43.599,623.74,0.65469,25.586,0.063297,vapor
700.0,53.0,17.498,0.057148,53.223,58.679,120.91,31.849,43.741,623.32,0.65435,25.588,0.063419,vapor
700.0,54.0,17.852,0.056015,53.201,58.651,120.72,31.906,43.883,622.9,0.654,25.59,0.063542,vapor
700.0,55.0,18.207,0.054923,53.18,58.622,120.54,31.964,44.027,622.47,0.65365,25.593,0.063666,vapor
700.0,56.0,18.563,0.05387,53.158,58.593,120.35,32.022,44.173,622.05,0.65329,25.595,0.06379,vapor
700.0,57.0,18.92,0.052853,53.137,58.564,120.18,32.08,44.319,621.62,0.65292,25.597,0.063915,vapor
700.0,58.0,19.278,0.051872,53.115,58.535,120.0,32.138,44.466,621.19,0.65255,25.6,0.06404,vapor
700.0,59.0,19.637,0.050923,53.093,58.506,119.83,32.197,44.614,620.77,0.65218,25.602,0.064167,vapor
700.0,60.0,19.998,0.050006,53.072,58.477,119.65,32.256,44.764,620.34,0.65179,25.605,0.064293,vapor
700.0,61.0,20.359,0.049119,53.05,58.448,119.49,32.315,44.914,619.9,0.65141,25.607,0.064421,vapor
700.0,62.0,20.721,0.04826,53.028,58.418,119.32,32.375,45.066,619.47,0.65102,25.61,0.064549,vapor
700.0,63.0,21.084,0.047429,53.006,58.389,119.15,32.435,45.219,619.04,0.65062,25.613,0.064678,vapor
700.0,64.0,21.449,0.046623,52.984,58.36,118.99,32.495,45.373,618.6,0.65022,25.616,0.064808,vapor
700.0,65.0,21.814,0.045842,52.962,58.33,118.83,32.555,45.528,618.17,0.64981,25.619,0.064938,vapor
700.0,66.0,22.18,0.045085,52.94,58.3,118.67,32.616,45.684,617.73,0.64939,25.622,0.065069,vapor
700.0,67.0,22.548,0.04435,52.918,58.271,118.51,32.676,45.842,617.29,0.64898,25.625,0.0652,vapor
700.0,68.0,22.917,0.043636,52.895,58.241,118.36,32.738,46.001,616.86,0.64855,25.628,0.065333,vapor
700.0,69.0,23.287,0.042943,52.873,58.211,118.2,32.799,46.16,616.42,0.64812,25.631,0.065466,vapor
700.0,70.0,23.658,0.04227,52.851,58.181,118.05,32.861,46.322,615.97,0.64769,25.635,0.0656,vapor
700.0,71.0,24.03,0.041615,52.828,58.151,117.9,32.923,46.484,615.53,0.64725,25.638,0.065735,vapor
700.0,72.0,24.403,0.040979,52.806,58.121,117.75,32.985,46.648,615.09,0.6468,25.642,0.06587,vapor
700.0,73.0,24.777,0.04036,52.783,58.091,117.6,33.047,46.812,614.64,0.64635,25.645,0.066006,vapor
700.0,74.0,25.153,0.039757,52.76,58.06,117.45,33.11,46.978,614.2,0.6459,25.649,0.066143,vapor
700.0,75.0,25.53,0.03917,52.737,58.03,117.31,33.173,47.146,613.75,0.64544,25.652,0.066281,vapor
700.0,76.0,25.907,0.038599,52.715,57.999,117.17,33.236,47.314,613.3,0.64497,25.656,0.066419,vapor
700.0,77.0,26.286,0.038042,52.692,57.969,117.02,33.3,47.484,612.86,0.6445,25.66,0.066558,vapor
700.0,78.0,26.667,0.0375,52.669,57.938,116.88,33.364,47.656,612.41,0.64402,25.664,0.066698,vapor
700.0,79.0,27.048,0.036971,52.646,57.908,116.74,33.428,47.828,611.95,0.64354,25.668,0.066839,vapor
700.0,80.0,27.431,0.036455,52.623,57.877,116.6,33.492,48.002,611.5,0.64306,25.672,0.066981,vapor
700.0,81.0,27.815,0.035952,52.6,57.846,116.47,33.557,48.177,611.05,0.64256,25.677,0.067123,vapor
700.0,82.0,28.2,0.035461,52.576,57.815,116.33,33.622,48.354,610.59,0.64207,25.681,0.067266,vapor
700.0,83.0,28.586,0.034982,52.553,57.784,116.2,33.687,48.532,610.14,0.64157,25.685,0.06741,vapor
700.0,84.0,28.974,0.034514,52.53,57.753,116.06,33.752,48.711,609.68,0.64106,25.69,0.067555,vapor
700.0,85.0,29.363,0.034057,52.506,57.721,115.93,33.818,48.892,609.22,0.64055,25.694,0.067701,vapor
700.0,86.0,29.753,0.03361,52.483,57.69,115.8,33.884,49.074,608.76,0.64003,25.699,0.067848,vapor
700.0,87.0,30.144,0.033174,52.459,57.658,115.67,33.951,49.257,608.3,0.63951,25.704,0.067995,vapor
700.0,88.0,30.537,0.032747,52.435,57.627,115.54,34.017,49.442,607.84,0.63898,25.708,0.068144,vapor
700.0,89.0,30.931,0.03233,52.412,57.595,115.41,34.084,49.629,607.38,0.63845,25.713,0.068293,vapor
700.0,90.0,31.327,0.031922,52.388,57.564,115.28,34.151,49.817,606.91,0.63792,25.718,0.068443,vapor
700.0,91.0,31.723,0.031523,52.364,57.532,115.15,34.218,50.006,606.45,0.63737,25.723,0.068594,vapor
700.0,92.0,32.121,0.031132,52.34,57.5,115.03,34.286,50.197,605.98,0.63683,25.728,0.068746,vapor
700.0,93.0,32.521,0.03075,52.316,57.468,114.9,34.354,50.389,605.51,0.63628,25.734,0.068899,vapor
700.0,94.0,32.921,0.030375,52.292,57.436,114.78,34.422,50.583,605.04,0.63572,25.739,0.069053,vapor
700.0,95.0,33.323,0.030009,52.268,57.403,114.65,34.491,50.778,604.57,0.63516,25.745,0.069208,vapor
700.0,96.0,33.727,0.02965,52.243,57.371,114.53,34.56,50.975,604.1,0.63459,25.75,0.069364,vapor
700.0,97.0,34.132,0.029298,52.219,57.339,114.41,34.629,51.174,603.63,0.63402,25.756,0.06952,vapor
700.0,98.0,34.538,0.028954,52.195,57.306,114.29,34.698,51.374,603.16,0.63345,25.761,0.069678,vapor
700.0,99.0,34.946,0.028616,52.17,57.274,114.17,34.768,51.575,602.68,0.63286,25.767,0.069837,vapor
700.0,100.0,35.355,0.028285,52.145,57.241,114.05,34.838,51.779,602.2,0.63228,25.773,0.069997,vapor
700.0,110.0,39.527,0.025299,51.895,56.909,112.88,35.552,53.903,597.37,0.62616,25.838,0.071651,vapor
700.0,120.0,43.857,0.022801,51.636,56.566,111.77,36.295,56.208,592.42,0.61956,25.913,0.073418,vapor
700.0,130.0,48.358,0.020679,51.369,56.212,110.71,37.066,58.714,587.33,0.6125,25.999,0.075313,vapor
700.0,140.0,53.047,0.018851,51.092,55.846,109.68,37.866,61.444,582.11,0.60498,26.099,0.07735,vapor
700.0,150.0,57.942,0.017259,50.804,55.468,108.68,38.695,64.426,576.75,0.597,26.212,0.079549,vapor
700.0,160.0,63.065,0.015857,50.506,55.077,107.69,39.553,67.692,571.25,0.58855,26.341,0.081933,vapor
700.0,170.0,68.44,0.014611,50.196,54.671,106.72,40.439,71.281,565.6,0.57965,26.487,0.084529,vapor
700.0,180.0,74.095,0.013496,49.874,54.25,105.76,41.354,75.236,559.81,0.57027,26.652,0.087369,vapor
700.0,190.0,80.062,0.01249,49.537,53.813,104.8,42.296,79.613,553.86,0.5604,26.84,0.090491,vapor
700.0,200.0,86.38,0.011577,49.186,53.357,103.84,43.266,84.474,547.76,0.55004,27.053,0.093941,vapor
700.0,210.0,93.093,0.010742,48.819,52.883,102.87,44.262,89.895,541.5,0.53916,27.294,0.097776,vapor
700.0,220.0,100.25,0.0099749,48.434,52.387,101.9,45.281,95.97,535.08,0.52773,27.568,0.10206,vapor
700.0,230.0,107.92,0.0092661,48.03,51.869,100.91,46.322,102.81,528.5,0.51571,27.88,0.10689,vapor
