Temperature (K),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
700.0,230.0,107.92,0.0092661,48.03,51.869,100.91,46.322,102.81,528.5,0.51571,27.88,0.10689,supercritical
700.0,230.0,107.92,0.0092661,48.03,51.869,100.91,46.322,102.81,528.5,0.51571,27.88,0.10689,supercritical
700.0,240.0,116.17,0.008608,47.604,51.326,99.905,47.38,110.54,521.78,0.50308,28.237,0.11234,supercritical
700.0,250.0,125.09,0.0079941,47.156,50.756,98.877,48.451,119.34,514.91,0.48978,28.646,0.11855,supercritical
700.0,260.0,134.79,0.007419,46.681,50.156,97.822,49.528,129.39,507.93,0.47574,29.118,0.12566,supercritical
700.0,270.0,145.39,0.0068781,46.179,49.524,96.735,50.6,140.9,500.86,0.46088,29.665,0.13383,supercritical
700.0,280.0,157.04,0.0063676,45.645,48.857,95.611,51.656,154.13,493.78,0.44511,30.301,0.14325,supercritical
700.0,290.0,169.93,0.0058848,45.077,48.151,94.446,52.678,169.28,486.77,0.4283,31.047,0.15414,supercritical
700.0,300.0,184.24,0.0054278,44.473,47.406,93.236,53.641,186.48,480.01,0.41031,31.923,0.16666,supercritical
700.0,310.0,200.17,0.0049958,43.831,46.621,91.981,54.514,205.54,473.75,0.39097,32.956,0.18094,supercritical
700.0,320.0,217.87,0.0045899,43.155,45.801,90.686,55.26,225.68,468.38,0.37016,34.17,0.19691,supercritical
700.0,330.0,237.38,0.0042127,42.451,44.955,89.364,55.835,245.19,464.42,0.34789,35.582,0.21426,supercritical
700.0,340.0,258.47,0.0038689,41.733,44.103,88.042,56.197,261.3,462.48,0.32442,37.19,0.23228,supercritical
700.0,350.0,280.63,0.0035635,41.023,43.269,86.756,56.32,271.07,463.12,0.30039,38.962,0.25005,supercritical
700.0,360.0,303.07,0.0032996,40.343,42.483,85.544,56.226,273.19,466.6,0.27669,40.835,0.26678,supercritical
700.0,370.0,325.02,0.0030767,39.712,41.762,84.433,55.995,268.77,472.74,0.25419,42.737,0.28205,supercritical
700.0,380.0,345.87,0.0028913,39.138,41.118,83.435,55.693,259.94,481.11,0.23345,44.601,0.29579,supercritical
700.0,390.0,365.26,0.0027377,38.624,40.548,82.549,55.335,248.51,491.45,0.21462,46.382,0.30804,supercritical
700.0,400.0,383.02,0.0026108,38.168,40.049,81.768,54.925,235.62,503.64,0.19756,48.052,0.31885,supercritical
700.0,410.0,399.09,0.0025057,37.764,39.614,81.081,54.493,222.24,517.32,0.18212,49.593,0.32837,supercritical
700.0,420.0,413.54,0.0024181,37.407,39.237,80.478,54.073,209.38,531.87,0.16829,51.004,0.33682,supercritical
700.0,430.0,426.53,0.0023445,37.091,38.907,79.946,53.687,197.74,546.66,0.15605,52.292,0.34444,supercritical
700.0,440.0,438.26,0.0022818,36.808,38.617,79.472,53.343,187.59,561.27,0.1453,53.473,0.35141,supercritical
700.0,450.0,448.92,0.0022276,36.554,38.36,79.046,53.039,178.86,575.48,0.13587,54.56,0.35785,supercritical
700.0,460.0,458.67,0.0021802,36.322,38.129,78.66,52.773,171.35,589.21,0.12755,55.567,0.36385,supercritical
700.0,470.0,467.66,0.0021383,36.111,37.921,78.308,52.536,164.87,602.46,0.12017,56.506,0.36948,supercritical
700.0,480.0,476.0,0.0021009,35.915,37.732,77.983,52.326,159.2,615.28,0.11357,57.387,0.37477,supercritical
700.0,490.0,483.76,0.0020671,35.734,37.559,77.682,52.137,154.21,627.69,0.10762,58.216,0.37977,supercritical
700.0,500.0,491.03,0.0020365,35.565,37.399,77.401,51.967,149.76,639.75,0.10222,59.0,0.38452,supercritical
700.0,600.0,545.71,0.0018325,34.308,36.289,75.32,50.865,122.26,745.39,0.066538,65.177,0.42212,supercritical
700.0,700.0,582.34,0.0017172,33.476,35.641,73.939,50.298,108.83,830.89,0.047464,69.65,0.44961,supercritical
700.0,800.0,610.12,0.001639,32.849,35.211,72.893,49.962,100.84,902.64,0.03552,73.265,0.47206,supercritical
700.0,900.0,632.67,0.0015806,32.343,34.905,72.043,49.749,95.478,964.82,0.027259,76.367,0.49148,supercritical
700.0,1000.0,651.77,0.0015343,31.916,34.68,71.32,49.61,91.576,1020.0,0.021155,79.123,0.50887,supercritical
700.0,1100.0,668.41,0.0014961,31.547,34.512,70.69,49.52,88.58,1069.8,0.016434,81.629,0.52481,supercritical
700.0,1200.0,683.19,0.0014637,31.221,34.385,70.128,49.463,86.191,1115.4,0.012658,83.945,0.53964,supercritical
700.0,1300.0,696.53,0.0014357,30.929,34.291,69.621,49.428,84.231,1157.6,0.0095608,86.108,0.55359,supercritical
700.0,1400.0,708.71,0.001411,30.664,34.222,69.156,49.409,82.586,1196.9,0.0069681,88.147,0.56682,supercritical
700.0,1500.0,719.92,0.001389,30.421,34.175,68.728,49.403,81.182,1233.8,0.0047626,90.082,0.57946,supercritical
700.0,1600.0,730.34,0.0013692,30.197,34.144,68.329,49.405,79.966,1268.7,0.0028612,91.927,0.59159,supercritical
700.0,1700.0,740.07,0.0013512,29.99,34.128,67.956,49.413,78.9,1301.8,0.0012038,93.695,0.60328,supercritical
700.0,1800.0,749.21,0.0013347,29.796,34.124,67.606,49.427,77.957,1333.3,-0.00025468,95.395,0.61459,supercritical
700.0,1900.0,757.84,0.0013195,29.615,34.131,67.274,49.445,77.115,1363.4,-0.0015485,97.033,0.62556,supercritical
700.0,2000.0,766.01,0.0013055,29.444,34.148,66.96,49.465,76.357,1392.3,-0.0027045,98.616,0.63622,supercritical
700.0,2100.0,773.78,0.0012924,29.283,34.172,66.661,49.488,75.671,1420.0,-0.0037435,100.15,0.6466,supercritical
700.0,2200.0,781.19,0.0012801,29.131,34.204,66.375,49.513,75.047,1446.7,-0.0046826,101.63,0.65674,supercritical
700.0,2300.0,788.27,0.0012686,28.986,34.242,66.102,49.539,74.475,1472.5,-0.0055354,103.08,0.66664,supercritical
700.0,2400.0,795.07,0.0012578,28.848,34.286,65.84,49.567,73.95,1497.5,-0.0063132,104.48,0.67633,supercritical
700.0,2500.0,801.59,0.0012475,28.717,34.336,65.587,49.595,73.466,1521.6,-0.0070255,105.85,0.68583,supercritical
700.0,2600.0,807.87,0.0012378,28.592,34.389,65.345,49.624,73.017,1545.0,-0.0076799,107.18,0.69514,supercritical
700.0,2700.0,813.92,0.0012286,28.471,34.448,65.11,49.653,72.6,1567.8,-0.0082832,108.48,0.70428,supercritical
700.0,2800.0,819.77,0.0012199,28.356,34.51,64.884,49.682,72.212,1589.9,-0.008841,109.75,0.71326,supercritical
700.0,2900.0,825.43,0.0012115,28.246,34.575,64.665,49.712,71.849,1611.4,-0.0093581,110.99,0.72209,supercritical
700.0,3000.0,830.91,0.0012035,28.14,34.644,64.452,49.742,71.508,1632.3,-0.0098386,112.2,0.73078,supercritical
700.0,3100.0,836.22,0.0011959,28.037,34.716,64.246,49.772,71.189,1652.8,-0.010286,113.38,0.73933,supercritical
700.0,3200.0,841.38,0.0011885,27.939,34.79,64.046,49.802,70.888,1672.7,-0.010704,114.54,0.74776,supercritical
700.0,3300.0,846.4,0.0011815,27.844,34.868,63.851,49.832,70.605,1692.2,-0.011095,115.67,0.75606,supercritical
700.0,3400.0,851.28,0.0011747,27.752,34.947,63.661,49.862,70.337,1711.2,-0.011461,116.78,0.76424,supercritical
700.0,3500.0,856.04,0.0011682,27.663,35.029,63.477,49.892,70.084,1729.8,-0.011805,117.87,0.77232,supercritical
700.0,3600.0,860.67,0.0011619,27.577,35.112,63.296,49.922,69.843,1748.0,-0.012128,118.93,0.78028,supercritical
700.0,3700.0,865.2,0.0011558,27.494,35.198,63.12,49.951,69.615,1765.9,-0.012432,119.97,0.78814,supercritical
700.0,3800.0,869.62,0.0011499,27.413,35.285,62.949,49.981,69.398,1783.4,-0.012719,120.99,0.7959,supercritical
700.0,3900.0,873.93,0.0011443,27.335,35.375,62.781,50.01,69.192,1800.5,-0.012989,121.99,0.80356,supercritical
700.0,4000.0,878.15,0.0011388,27.259,35.465,62.616,50.039,68.995,1817.3,-0.013245,122.96,0.81112,supercritical
700.0,4100.0,882.28,0.0011334,27.186,35.557,62.456,50.067,68.807,1833.9,-0.013488,123.92,0.81859,supercritical
700.0,4200.0,886.33,0.0011283,27.114,35.651,62.298,50.096,68.628,1850.1,-0.013717,124.86,0.82595,supercritical
700.0,4300.0,890.29,0.0011232,27.044,35.746,62.144,50.124,68.456,1866.0,-0.013935,125.78,0.83318,supercritical
700.0,4400.0,894.17,0.0011184,26.977,35.842,61.992,50.152,68.292,1881.7,-0.014142,126.68,0.84035,supercritical
700.0,4500.0,897.98,0.0011136,26.911,35.939,61.844,50.18,68.135,1897.0,-0.014338,127.56,0.84757,supercritical
700.0,4600.0,901.72,0.001109,26.847,36.037,61.698,50.207,67.984,1912.2,-0.014525,128.43,0.85472,supercritical
700.0,4700.0,905.39,0.0011045,26.784,36.136,61.555,50.234,67.839,1927.1,-0.014703,129.27,0.86179,supercritical
700.0,4800.0,908.99,0.0011001,26.723,36.236,61.415,50.261,67.699,1941.8,-0.014872,130.1,0.86879,supercritical
700.0,4900.0,912.54,0.0010958,26.664,36.337,61.277,50.288,67.565,1956.2,-0.015034,130.92,0.87572,supercritical
700.0,5000.0,916.02,0.0010917,26.606,36.439,61.141,50.315,67.436,1970.5,-0.015188,131.71,0.88258,supercritical
800.0,0.1,0.027086,36.919,57.252,63.903,179.66,30.409,38.727,685.67,0.45175,29.655,0.06984,vapor
800.0,0.2,0.054176,18.458,57.251,63.901,173.9,30.412,38.733,685.65,0.45174,29.655,0.069848,vapor
800.0,0.3,0.08127,12.305,57.249,63.9,170.53,30.414,38.738,685.62,0.45174,29.655,0.069855,vapor
800.0,0.4,0.10837,9.2279,57.248,63.898,168.13,30.417,38.744,685.6,0.45173,29.656,0.069863,vapor
800.0,0.5,0.13547,7.3819,57.247,63.896,166.28,30.419,38.75,685.58,0.45172,29.656,0.06987,vapor
800.0,0.6,0.16257,6.1511,57.245,63.894,164.76,30.421,38.756,685.56,0.45171,29.656,0.069878,vapor
800.0,0.7,0.18968,5.2721,57.244,63.893,163.47,30.424,38.761,685.54,0.4517,29.656,0.069885,vapor
800.0,0.8,0.21679,4.6127,57.243,63.891,162.36,30.426,38.767,685.51,0.45169,29.657,0.069893,vapor
800.0,0.9,0.24391,4.0999,57.242,63.889,161.38,30.429,38.773,685.49,0.45168,29.657,0.0699,vapor
800.0,1.0,0.27102,3.6897,57.24,63.887,160.5,30.431,38.778,685.47,0.45167,29.657,0.069908,vapor
800.0,1.1,0.29815,3.3541,57.239,63.886,159.71,30.434,38.784,685.45,0.45166,29.657,0.069915,vapor
800.0,1.2,0.32527,3.0744,57.238,63.884,158.98,30.436,38.79,685.43,0.45165,29.658,0.069923,vapor
800.0,1.3,0.3524,2.8377,57.236,63.882,158.32,30.438,38.796,685.4,0.45164,29.658,0.06993,vapor
800.0,1.4,0.37953,2.6348,57.235,63.88,157.7,30.441,38.801,685.38,0.45163,29.658,0.069938,vapor
800.0,1.5,0.40667,2.459,57.234,63.879,157.12,30.443,38.807,685.36,0.45162,29.658,0.069945,vapor
800.0,1.6,0.43381,2.3052,57.232,63.877,156.59,30.446,38.813,685.34,0.45161,29.659,0.069953,vapor
800.0,1.7,0.46095,2.1694,57.231,63.875,156.08,30.448,38.818,685.32,0.4516,29.659,0.06996,vapor
800.0,1.8,0.4881,2.0488,57.23,63.873,155.6,30.451,38.824,685.29,0.45159,29.659,0.069968,vapor
800.0,1.9,0.51525,1.9408,57.228,63.872,155.15,30.453,38.83,685.27,0.45159,29.659,0.069975,vapor
800.0,2.0,0.54241,1.8436,57.227,63.87,154.72,30.455,38.836,685.25,0.45158,29.659,0.069983,vapor
800.0,2.1,0.56956,1.7557,57.226,63.868,154.32,30.458,38.841,685.23,0.45157,29.66,0.06999,vapor
800.0,2.2,0.59673,1.6758,57.224,63.866,153.93,30.46,38.847,685.21,0.45156,29.66,0.069998,vapor
800.0,2.3,0.62389,1.6028,57.223,63.865,153.56,30.463,38.853,685.18,0.45155,29.66,0.070005,vapor
800.0,2.4,0.65106,1.536,57.222,63.863,153.2,30.465,38.859,685.16,0.45154,29.66,0.070013,vapor
800.0,2.5,0.67823,1.4744,57.22,63.861,152.86,30.468,38.864,685.14,0.45153,29.661,0.07002,vapor
800.0,2.6,0.70541,1.4176,57.219,63.859,152.53,30.47,38.87,685.12,0.45152,29.661,0.070028,vapor
800.0,2.7,0.73259,1.365,57.218,63.857,152.22,30.472,38.876,685.1,0.45151,29.661,0.070035,vapor
800.0,2.8,0.75977,1.3162,57.217,63.856,151.91,30.475,38.882,685.07,0.4515,29.661,0.070043,vapor
800.0,2.9,0.78696,1.2707,57.215,63.854,151.62,30.477,38.887,685.05,0.45149,29.662,0.07005,vapor
800.0,3.0,0.81415,1.2283,57.214,63.852,151.34,30.48,38.893,685.03,0.45148,29.662,0.070058,vapor
800.0,3.1,0.84134,1.1886,57.213,63.85,151.06,30.482,38.899,685.01,0.45147,29.662,0.070065,vapor
800.0,3.2,0.86854,1.1514,57.211,63.849,150.8,30.485,38.905,684.98,0.45146,29.662,0.070073,vapor
800.0,3.3,0.89574,1.1164,57.21,63.847,150.54,30.487,38.91,684.96,0.45145,29.663,0.07008,vapor
800.0,3.4,0.92295,1.0835,57.209,63.845,150.29,30.489,38.916,684.94,0.45144,29.663,0.070088,vapor
800.0,3.5,0.95015,1.0525,57.207,63.843,150.05,30.492,38.922,684.92,0.45143,29.663,0.070096,vapor
800.0,3.6,0.97737,1.0232,57.206,63.842,149.81,30.494,38.928,684.9,0.45142,29.663,0.070103,vapor
800.0,3.7,1.0046,0.99544,57.205,63.84,149.58,30.497,38.933,684.87,0.45141,29.664,0.070111,vapor
800.0,3.8,1.0318,0.96918,57.203,63.838,149.36,30.499,38.939,684.85,0.4514,29.664,0.070118,vapor
800.0,3.9,1.059,0.94427,57.202,63.836,149.14,30.502,38.945,684.83,0.45139,29.664,0.070126,vapor
800.0,4.0,1.0863,0.9206,57.201,63.835,148.93,30.504,38.951,684.81,0.45138,29.664,0.070133,vapor
800.0,4.1,1.1135,0.89808,57.199,63.833,148.72,30.506,38.957,684.79,0.45137,29.665,0.070141,vapor
800.0,4.2,1.1407,0.87664,57.198,63.831,148.52,30.509,38.962,684.76,0.45136,29.665,0.070148,vapor
800.0,4.3,1.168,0.8562,57.197,63.829,148.32,30.511,38.968,684.74,0.45135,29.665,0.070156,vapor
800.0,4.4,1.1952,0.83668,57.195,63.828,148.13,30.514,38.974,684.72,0.45134,29.666,0.070163,vapor
800.0,4.5,1.2224,0.81804,57.194,63.826,147.94,30.516,38.98,684.7,0.45133,29.666,0.070171,vapor
800.0,4.6,1.2497,0.8002,57.193,63.824,147.76,30.519,38.985,684.68,0.45132,29.666,0.070179,vapor
800.0,4.7,1.2769,0.78312,57.191,63.822,147.58,30.521,38.991,684.65,0.45131,29.666,0.070186,vapor
800.0,4.8,1.3042,0.76676,57.19,63.821,147.4,30.524,38.997,684.63,0.4513,29.667,0.070194,vapor
800.0,4.9,1.3315,0.75106,57.189,63.819,147.23,30.526,39.003,684.61,0.45129,29.667,0.070201,vapor
800.0,5.0,1.3587,0.73599,57.188,63.817,147.06,30.528,39.009,684.59,0.45128,29.667,0.070209,vapor
800.0,5.1,1.386,0.72151,57.186,63.815,146.89,30.531,39.014,684.56,0.45127,29.667,0.070217,vapor
800.0,5.2,1.4133,0.70759,57.185,63.814,146.73,30.533,39.02,684.54,0.45126,29.668,0.070224,vapor
800.0,5.3,1.4405,0.69419,57.184,63.812,146.57,30.536,39.026,684.52,0.45125,29.668,0.070232,vapor
800.0,5.4,1.4678,0.68129,57.182,63.81,146.41,30.538,39.032,684.5,0.45124,29.668,0.070239,vapor
800.0,5.5,1.4951,0.66886,57.181,63.808,146.26,30.541,39.038,684.48,0.45123,29.668,0.070247,vapor
800.0,5.6,1.5224,0.65687,57.18,63.806,146.1,30.543,39.043,684.45,0.45122,29.669,0.070254,vapor
800.0,5.7,1.5497,0.6453,57.178,63.805,145.96,30.546,39.049,684.43,0.45121,29.669,0.070262,vapor
800.0,5.8,1.5769,0.63414,57.177,63.803,145.81,30.548,39.055,684.41,0.4512,29.669,0.07027,vapor
800.0,5.9,1.6042,0.62335,57.176,63.801,145.67,30.55,39.061,684.39,0.45119,29.669,0.070277,vapor
800.0,6.0,1.6315,0.61292,57.174,63.799,145.52,30.553,39.067,684.37,0.45118,29.67,0.070285,vapor
800.0,6.1,1.6588,0.60283,57.173,63.798,145.39,30.555,39.073,684.34,0.45117,29.67,0.070292,vapor
800.0,6.2,1.6862,0.59307,57.172,63.796,145.25,30.558,39.078,684.32,0.45116,29.67,0.0703,vapor
800.0,6.3,1.7135,0.58361,57.17,63.794,145.11,30.56,39.084,684.3,0.45115,29.67,0.070308,vapor
800.0,6.4,1.7408,0.57446,57.169,63.792,144.98,30.563,39.09,684.28,0.45114,29.671,0.070315,vapor
800.0,6.5,1.7681,0.56558,57.168,63.791,144.85,30.565,39.096,684.25,0.45113,29.671,0.070323,vapor
800.0,6.6,1.7954,0.55697,57.166,63.789,144.72,30.568,39.102,684.23,0.45112,29.671,0.070331,vapor
800.0,6.7,1.8227,0.54862,57.165,63.787,144.6,30.57,39.108,684.21,0.45111,29.671,0.070338,vapor
800.0,6.8,1.8501,0.54052,57.164,63.785,144.47,30.572,39.113,684.19,0.4511,29.672,0.070346,vapor
800.0,6.9,1.8774,0.53265,57.162,63.784,144.35,30.575,39.119,684.17,0.45109,29.672,0.070353,vapor
800.0,7.0,1.9047,0.52501,57.161,63.782,144.23,30.577,39.125,684.14,0.45108,29.672,0.070361,vapor
800.0,7.1,1.9321,0.51758,57.16,63.78,144.11,30.58,39.131,684.12,0.45107,29.673,0.070369,vapor
800.0,7.2,1.9594,0.51036,57.158,63.778,143.99,30.582,39.137,684.1,0.45106,29.673,0.070376,vapor
800.0,7.3,1.9868,0.50333,57.157,63.777,143.87,30.585,39.143,684.08,0.45105,29.673,0.070384,vapor
800.0,7.4,2.0141,0.4965,57.156,63.775,143.76,30.587,39.148,684.05,0.45104,29.673,0.070392,vapor
800.0,7.5,2.0415,0.48984,57.154,63.773,143.64,30.59,39.154,684.03,0.45103,29.674,0.070399,vapor
800.0,7.6,2.0688,0.48337,57.153,63.771,143.53,30.592,39.16,684.01,0.45102,29.674,0.070407,vapor
800.0,7.7,2.0962,0.47706,57.152,63.769,143.42,30.595,39.166,683.99,0.45101,29.674,0.070414,vapor
800.0,7.8,2.1236,0.47091,57.151,63.768,143.31,30.597,39.172,683.97,0.451,29.674,0.070422,vapor
800.0,7.9,2.1509,0.46492,57.149,63.766,143.21,30.599,39.178,683.94,0.45099,29.675,0.07043,vapor
800.0,8.0,2.1783,0.45907,57.148,63.764,143.1,30.602,39.184,683.92,0.45098,29.675,0.070437,vapor
800.0,8.1,2.2057,0.45338,57.147,63.762,142.99,30.604,39.189,683.9,0.45097,29.675,0.070445,vapor
800.0,8.2,2.2331,0.44782,57.145,63.761,142.89,30.607,39.195,683.88,0.45096,29.675,0.070453,vapor
800.0,8.3,2.2604,0.44239,57.144,63.759,142.79,30.609,39.201,683.85,0.45095,29.676,0.07046,vapor
800.0,8.4,2.2878,0.4371,57.143,63.757,142.69,30.612,39.207,683.83,0.45094,29.676,0.070468,vapor
800.0,8.5,2.3152,0.43193,57.141,63.755,142.59,30.614,39.213,683.81,0.45093,29.676,0.070476,vapor
800.0,8.6,2.3426,0.42687,57.14,63.754,142.49,30.617,39.219,683.79,0.45092,29.677,0.070483,vapor
800.0,8.7,2.37,0.42194,57.139,63.752,142.39,30.619,39.225,683.77,0.45091,29.677,0.070491,vapor
800.0,8.8,2.3974,0.41712,57.137,63.75,142.29,30.622,39.231,683.74,0.4509,29.677,0.070499,vapor
800.0,8.9,2.4248,0.4124,57.136,63.748,142.2,30.624,39.236,683.72,0.45088,29.677,0.070506,vapor
800.0,9.0,2.4522,0.40779,57.135,63.746,142.1,30.627,39.242,683.7,0.45087,29.678,0.070514,vapor
800.0,9.1,2.4796,0.40328,57.133,63.745,142.01,30.629,39.248,683.68,0.45086,29.678,0.070522,vapor
800.0,9.2,2.5071,0.39887,57.132,63.743,141.92,30.631,39.254,683.65,0.45085,29.678,0.070529,vapor
800.0,9.3,2.5345,0.39456,57.131,63.741,141.83,30.634,39.26,683.63,0.45084,29.678,0.070537,vapor
800.0,9.4,2.5619,0.39034,57.129,63.739,141.73,30.636,39.266,683.61,0.45083,29.679,0.070545,vapor
800.0,9.5,2.5893,0.3862,57.128,63.738,141.65,30.639,39.272,683.59,0.45082,29.679,0.070552,vapor
800.0,9.6,2.6168,0.38215,57.127,63.736,141.56,30.641,39.278,683.57,0.45081,29.679,0.07056,vapor
800.0,9.7,2.6442,0.37819,57.125,63.734,141.47,30.644,39.284,683.54,0.4508,29.68,0.070568,vapor
800.0,9.8,2.6716,0.3743,57.124,63.732,141.38,30.646,39.289,683.52,0.45079,29.68,0.070576,vapor
800.0,9.9,2.6991,0.3705,57.123,63.731,141.3,30.649,39.295,683.5,0.45078,29.68,0.070583,vapor
800.0,10.0,2.7265,0.36677,57.121,63.729,141.21,30.651,39.301,683.48,0.45077,29.68,0.070591,vapor
800.0,11.0,3.0012,0.3332,57.108,63.711,140.4,30.676,39.36,683.25,0.45066,29.683,0.070668,vapor
800.0,12.0,3.2762,0.30523,57.095,63.693,139.66,30.701,39.42,683.03,0.45055,29.686,0.070745,vapor
800.0,13.0,3.5516,0.28156,57.081,63.676,138.98,30.726,39.48,682.81,0.45044,29.689,0.070823,vapor
800.0,14.0,3.8274,0.26127,57.068,63.658,138.35,30.75,39.539,682.58,0.45033,29.692,0.070901,vapor
800.0,15.0,4.1036,0.24369,57.055,63.64,137.76,30.775,39.599,682.36,0.45022,29.695,0.070979,vapor
800.0,16.0,4.3801,0.2283,57.041,63.622,137.2,30.8,39.66,682.14,0.4501,29.698,0.071057,vapor
800.0,17.0,4.657,0.21473,57.028,63.604,136.68,30.825,39.72,681.91,0.44998,29.701,0.071136,vapor
800.0,18.0,4.9343,0.20266,57.015,63.586,136.19,30.851,39.781,681.69,0.44987,29.704,0.071215,vapor
800.0,19.0,5.212,0.19186,57.001,63.568,135.72,30.876,39.842,681.46,0.44975,29.707,0.071294,vapor
800.0,20.0,5.4901,0.18215,56.988,63.55,135.28,30.901,39.903,681.24,0.44963,29.71,0.071374,vapor
800.0,21.0,5.7685,0.17336,56.974,63.533,134.86,30.926,39.965,681.01,0.4495,29.713,0.071453,vapor
800.0,22.0,6.0473,0.16536,56.961,63.515,134.45,30.952,40.026,680.79,0.44938,29.717,0.071533,vapor
800.0,23.0,6.3266,0.15806,56.947,63.497,134.07,30.977,40.088,680.56,0.44925,29.72,0.071613,vapor
800.0,24.0,6.6062,0.15137,56.934,63.479,133.7,31.002,40.15,680.34,0.44913,29.723,0.071694,vapor
800.0,25.0,6.8861,0.14522,56.92,63.46,133.34,31.028,40.213,680.11,0.449,29.726,0.071774,vapor
800.0,26.0,7.1665,0.13954,56.907,63.442,133.0,31.053,40.275,679.89,0.44887,29.73,0.071855,vapor
800.0,27.0,7.4473,0.13428,56.893,63.424,132.67,31.079,40.338,679.66,0.44874,29.733,0.071937,vapor
800.0,28.0,7.7285,0.12939,56.879,63.406,132.35,31.105,40.401,679.43,0.4486,29.737,0.072018,vapor
800.0,29.0,8.01,0.12484,56.866,63.388,132.04,31.13,40.464,679.21,0.44847,29.74,0.0721,vapor
800.0,30.0,8.292,0.1206,56.852,63.37,131.74,31.156,40.528,678.98,0.44834,29.744,0.072182,vapor
800.0,31.0,8.5744,0.11663,56.838,63.352,131.45,31.182,40.592,678.75,0.4482,29.747,0.072264,vapor
800.0,32.0,8.8571,0.1129,56.825,63.334,131.17,31.208,40.656,678.52,0.44806,29.751,0.072347,vapor
800.0,33.0,9.1403,0.10941,56.811,63.315,130.89,31.234,40.72,678.3,0.44792,29.755,0.07243,vapor
800.0,34.0,9.4239,0.10611,56.797,63.297,130.63,31.26,40.784,678.07,0.44778,29.758,0.072513,vapor
800.0,35.0,9.7078,0.10301,56.784,63.279,130.37,31.286,40.849,677.84,0.44764,29.762,0.072596,vapor
800.0,36.0,9.9922,0.10008,56.77,63.26,130.12,31.312,40.914,677.61,0.44749,29.766,0.07268,vapor
800.0,37.0,10.277,0.097305,56.756,63.242,129.87,31.338,40.979,677.38,0.44735,29.77,0.072764,vapor
800.0,38.0,10.562,0.094678,56.742,63.224,129.64,31.364,41.044,677.15,0.4472,29.774,0.072848,vapor
800.0,39.0,10.848,0.092185,56.729,63.205,129.4,31.391,41.11,676.92,0.44705,29.778,0.072932,vapor
800.0,40.0,11.134,0.089817,56.715,63.187,129.17,31.417,41.176,676.69,0.4469,29.782,0.073017,vapor
800.0,41.0,11.42,0.087564,56.701,63.169,128.95,31.443,41.242,676.47,0.44675,29.786,0.073102,vapor
800.0,42.0,11.707,0.085419,56.687,63.15,128.73,31.47,41.308,676.24,0.44659,29.79,0.073187,vapor
800.0,43.0,11.994,0.083373,56.673,63.132,128.52,31.496,41.375,676.01,0.44644,29.794,0.073273,vapor
800.0,44.0,12.282,0.08142,56.659,63.113,128.31,31.523,41.442,675.78,0.44628,29.798,0.073359,vapor
800.0,45.0,12.57,0.079554,56.645,63.095,128.11,31.549,41.509,675.55,0.44613,29.802,0.073445,vapor
800.0,46.0,12.859,0.077769,56.631,63.076,127.91,31.576,41.576,675.31,0.44597,29.806,0.073531,vapor
800.0,47.0,13.148,0.07606,56.618,63.058,127.71,31.602,41.644,675.08,0.44581,29.811,0.073618,vapor
800.0,48.0,13.437,0.074422,56.604,63.039,127.52,31.629,41.712,674.85,0.44565,29.815,0.073705,vapor
800.0,49.0,13.727,0.072851,56.59,63.021,127.33,31.656,41.78,674.62,0.44548,29.819,0.073793,vapor
800.0,50.0,14.017,0.071343,56.576,63.002,127.14,31.683,41.848,674.39,0.44532,29.824,0.07388,vapor
800.0,51.0,14.307,0.069893,56.562,62.983,126.96,31.71,41.917,674.16,0.44515,29.828,0.073968,vapor
800.0,52.0,14.599,0.0685,56.548,62.965,126.78,31.737,41.986,673.93,0.44499,29.832,0.074056,vapor
800.0,53.0,14.89,0.067159,56.533,62.946,126.61,31.764,42.055,673.7,0.44482,29.837,0.074145,vapor
800.0,54.0,15.182,0.065868,56.519,62.927,126.43,31.791,42.124,673.46,0.44465,29.842,0.074234,vapor
800.0,55.0,15.474,0.064623,56.505,62.908,126.26,31.818,42.194,673.23,0.44448,29.846,0.074323,vapor
800.0,56.0,15.767,0.063423,56.491,62.89,126.09,31.845,42.264,673.0,0.4443,29.851,0.074412,vapor
800.0,57.0,16.06,0.062265,56.477,62.871,125.93,31.872,42.334,672.77,0.44413,29.856,0.074502,vapor
800.0,58.0,16.354,0.061147,56.463,62.852,125.77,31.899,42.404,672.53,0.44395,29.86,0.074592,vapor
800.0,59.0,16.648,0.060067,56.449,62.833,125.61,31.927,42.475,672.3,0.44377,29.865,0.074682,vapor
800.0,60.0,16.943,0.059022,56.435,62.814,125.45,31.954,42.546,672.07,0.4436,29.87,0.074773,vapor
